Protein,OG,TSG,Fusion,Label
5GNK,0.999998689,1.16E-06,1.43E-07,OG
5GPG,1,2.71E-12,2.25E-11,OG
5GSE,0.444584966,3.82E-06,0.55541122,Fusion
5GSU,0.38154304,0.000209248,0.618247688,Fusion
5GT0,0.530916393,0.00394779,0.465135843,OG
5GT3,0.85783565,3.55E-05,0.142128825,OG
5GTC,0.60620147,0.001546811,0.39225173,OG
5GTY,0.980775356,0.000458701,0.018765962,OG
5GTZ,0.999999881,5.50E-08,3.76E-08,OG
5HCX,1,2.74E-12,3.61E-14,OG
5HCY,1,3.25E-10,1.96E-11,OG
5HCZ,1,1.21E-08,4.02E-09,OG
5HG5,0.99999994,3.75E-08,1.01E-10,OG
5HG7,0.999999583,3.70E-08,3.55E-07,OG
5HG8,1,1.69E-08,1.89E-12,OG
5HG9,0.999983251,4.75E-09,1.68E-05,OG
5HIB,1,1.78E-09,3.11E-10,OG
5HIC,1,1.98E-11,3.26E-10,OG
5HLW,1,9.31E-11,1.34E-10,OG
5HMH,0.99999994,2.80E-08,2.19E-08,OG
5HMI,0.999987662,1.23E-05,3.04E-09,OG
5HMK,0.999999344,6.20E-07,2.91E-08,OG
5HNI,0.999998689,1.31E-06,1.68E-10,OG
5HO6,0.999995291,4.68E-06,2.20E-09,OG
5HOA,0.999999702,2.69E-07,4.64E-10,OG
5HOR,1,6.26E-09,3.99E-10,OG
5HTI,0.935889304,0.064106241,4.46E-06,OG
5HZE,0.999994397,5.59E-06,1.37E-10,OG
5HZH,0.349134743,0.647582114,0.00328312,TSG
5I6V,0.999967158,2.97E-05,3.13E-06,OG
5I95,0.988990188,0.01095526,5.45E-05,OG
5I96,0.998599589,0.000776352,0.00062404,OG
5IBM,0.999998212,7.71E-07,1.03E-06,OG
5IBS,0.999924421,7.56E-05,3.83E-09,OG
5IFE,0.997266471,0.002733472,3.45E-08,OG
5ITD,0.526103497,0.473790288,0.000106204,OG
5IZF,0.996394694,1.30E-09,0.00360532,OG
5IZJ,0.001341669,0.997923017,0.000735321,TSG
5J11,1,6.08E-10,9.41E-15,OG
5J5X,0.99999994,3.18E-08,1.42E-08,OG
5J7F,0.99999994,4.26E-08,2.27E-08,OG
5J7G,0.999999702,3.27E-07,1.91E-10,OG
5J9Y,0.99999994,2.99E-09,3.30E-08,OG
5J9Z,1,1.03E-08,1.47E-08,OG
5JEB,0.997951925,9.04E-07,0.002047174,OG
5JJM,0.999906003,9.32E-05,8.20E-07,OG
5JKG,1,1.09E-13,1.51E-13,OG
5JRG,0.496792972,0.001450098,0.501756907,Fusion
5K4I,0.999999106,8.94E-07,2.63E-09,OG
5K7Y,0.999999285,3.77E-07,3.12E-07,OG
5KCV,0.999999285,7.33E-07,2.20E-09,OG
5KDM,0.999465644,0.000170586,0.000363753,OG
5KYK,1,2.11E-11,2.88E-10,OG
5L2W,1,1.68E-10,5.74E-15,OG
5L4Z,0.999999881,3.64E-08,1.06E-07,OG
5L50,0.99999845,1.53E-06,6.82E-09,OG
5L57,0.999999881,9.48E-08,1.35E-09,OG
5L58,0.999998271,1.57E-06,1.76E-07,OG
5LAV,0.973240733,0.026302932,0.000456337,OG
5LAW,0.99999392,4.86E-06,1.23E-06,OG
5LAY,1,1.87E-08,4.88E-09,OG
5LAZ,0.999894202,9.57E-05,1.01E-05,OG
5LCJ,0.999994457,2.63E-06,2.90E-06,OG
5LCK,0.999998689,1.08E-06,2.23E-07,OG
5LGE,0.999854505,8.56E-06,0.000136937,OG
5LN2,0.999408543,0.000444367,0.000147118,OG
5LWM,0.999999881,9.00E-08,1.39E-09,OG
5LWN,0.999998808,9.19E-07,2.74E-07,OG
5MLA,0.999888182,0.00011155,2.79E-07,OG
5MLB,0.999985456,1.45E-05,4.73E-08,OG
5N6O,0.99996835,2.89E-05,2.78E-06,OG
5NGU,0.999999821,1.62E-07,2.34E-10,OG
5NHF,0.999994338,5.66E-06,1.03E-08,OG
5NHH,0.999999881,1.22E-07,5.20E-09,OG
5NHJ,0.999649823,0.000350154,7.85E-09,OG
5NHL,1,5.42E-09,1.03E-10,OG
5NHO,0.999999881,1.08E-07,1.33E-08,OG
5NHP,0.999999762,2.34E-07,1.14E-09,OG
5NHV,0.999971092,2.89E-05,1.68E-09,OG
5O2S,0.999851346,0.000132997,1.57E-05,OG
5O2T,0.999791861,0.000203791,4.38E-06,OG
5O33,0.999854505,0.000139402,6.12E-06,OG
5OXG,0.999902427,3.33E-06,9.42E-05,OG
5OY6,0.994842947,0.001880966,0.003276101,OG
5P21,0.999998033,1.97E-06,4.85E-09,OG
5SUN,0.99280113,0.007196152,2.73E-06,OG
5SVF,0.98347044,0.01648825,4.13E-05,OG
5SVN,0.982226074,0.017285874,0.00048804,OG
5SVO,0.999201059,0.000479337,0.000319628,OG
5SW8,0.785701394,0.213857129,0.00044147,OG
5SWG,0.971923351,0.027745662,0.000330977,OG
5SWK,0.999996543,3.43E-06,4.46E-11,OG
5SWO,0.979523778,0.019904882,0.000571314,OG
5SWP,0.531214833,0.453032792,0.015752392,OG
5SWR,0.722313344,0.266969502,0.010717149,OG
5SWT,0.265927464,0.698419094,0.035653386,TSG
5SX4,0.999875128,5.31E-05,7.17E-05,OG
5SX5,0.999999881,1.40E-08,1.33E-07,OG
5SX8,0.166686594,0.831525445,0.00178795,TSG
5SX9,0.201780975,0.795264602,0.002954409,TSG
5SXA,0.902152538,0.092466399,0.005381066,OG
5SXB,0.222879902,0.300737053,0.47638306,Fusion
5SXC,0.484377086,0.46580115,0.049821775,OG
5SXD,0.579430342,0.420419782,0.000149897,OG
5SXE,0.323920786,0.605160296,0.070918918,TSG
5SXF,0.119455665,0.86561656,0.014927762,TSG
5SXI,0.874673963,0.124213234,0.001112789,OG
5SXJ,0.414312392,0.584729433,0.000958183,TSG
5SXK,0.50514555,0.489610046,0.005244371,OG
5T3Q,1,1.64E-10,2.99E-10,OG
5T8E,1,2.41E-10,6.48E-10,OG
5T8J,1,2.04E-10,2.66E-09,OG
5TAR,1,1.37E-08,8.54E-11,OG
5TB5,0.999887884,0.000111964,1.63E-07,OG
5TOZ,0.999881804,0.000117766,4.20E-07,OG
5TQH,0.972791493,0.026844006,0.000364509,OG
5TRF,0.999906838,9.38E-06,8.38E-05,OG
5TTS,0.999999464,5.30E-07,2.71E-10,OG
5TTU,0.99999845,1.54E-06,3.01E-08,OG
5TTV,0.999999285,7.07E-07,2.75E-09,OG
5U8L,0.999999821,1.99E-07,4.77E-11,OG
5UAB,0.999758005,2.41E-05,0.00021792,OG
5UAD,0.999997258,2.77E-06,3.61E-09,OG
5UAF,1,9.80E-09,1.08E-11,OG
5UBR,0.999901652,2.49E-06,9.59E-05,OG
5UFE,1,1.20E-09,1.27E-14,OG
5UFQ,0.997840583,0.002076853,8.26E-05,OG
5UG8,0.999862731,8.45E-05,5.28E-05,OG
5UG9,0.99999994,2.68E-10,8.66E-08,OG
5UGA,0.99992758,7.20E-05,4.39E-07,OG
5UGB,1,4.72E-09,1.69E-09,OG
5UGC,0.999999821,1.77E-07,5.64E-09,OG
5UHV,0.99999994,3.44E-08,5.10E-10,OG
5UK8,0.006780533,0.993209898,9.57E-06,TSG
5UK9,0.997020185,0.002940308,3.95E-05,OG
5UKJ,0.486663342,0.513267279,6.94E-05,TSG
5UL1,0.163224921,0.804650903,0.032124154,TSG
5UQW,0.999947906,5.20E-05,1.12E-07,OG
5US4,0.999591291,0.000401841,6.86E-06,OG
5USJ,0.702412903,0.297031134,0.00055596,OG
5UWD,0.783795774,0.21615696,4.73E-05,OG
5V60,0.999987125,1.29E-05,2.31E-10,OG
5V61,0.99999547,4.49E-06,2.23E-08,OG
5V62,0.999998093,1.89E-06,2.24E-10,OG
5V6S,1,1.29E-08,1.37E-08,OG
5V6V,0.999996603,3.13E-06,2.65E-07,OG
5V71,0.999355376,0.000230827,0.000413823,OG
5V8Q,0.99999994,1.86E-08,2.33E-08,OG
5V9L,0.997846067,0.002152783,1.12E-06,OG
5V9O,0.999999404,6.10E-07,1.22E-08,OG
5VBE,0.999981225,1.69E-05,1.93E-06,OG
5VBM,1,1.01E-08,1.25E-10,OG
5VBZ,0.076422319,0.92354244,3.52E-05,TSG
5VO6,0.999974012,2.57E-05,3.18E-07,OG
5VP7,0.20112361,0.788917482,0.0099589,TSG
5VPI,0.999993861,6.14E-06,1.92E-08,OG
5VPY,1,1.37E-08,1.60E-13,OG
5VPZ,0.999999166,8.16E-07,6.35E-09,OG
5VQ0,0.997289181,0.002710452,3.70E-07,OG
5VQ1,0.999658108,0.000341865,3.55E-08,OG
5VQ2,0.999996245,9.71E-07,2.77E-06,OG
5VQ6,0.999838531,0.000161429,4.87E-08,OG
5VQ8,0.999987304,1.19E-05,8.02E-07,OG
5W22,0.999999225,7.45E-07,3.92E-11,OG
5W86,0.999256492,2.54E-06,0.000740967,OG
5WB7,0.997551382,0.002445149,3.49E-06,OG
5WB8,1,8.18E-10,8.05E-09,OG
5WBH,0.99999994,4.12E-08,4.16E-09,OG
5WBU,0.999077916,0.000903386,1.87E-05,OG
5WBY,0.999719143,0.000278575,2.28E-06,OG
5WDO,0.99999994,2.46E-08,2.50E-08,OG
5WDP,0.999999881,4.93E-08,8.64E-08,OG
5WDQ,0.999997318,4.31E-08,2.64E-06,OG
5WFJ,0.999987423,1.23E-05,2.75E-07,OG
5WHA,0.7343418,0.265658021,1.91E-07,OG
5WHB,3.02E-06,0.999995768,1.22E-06,TSG
5WHD,0.999999404,5.80E-07,1.13E-08,OG
5WHE,0.999919832,7.19E-05,8.26E-06,OG
5WLB,0.999656558,0.000342452,9.65E-07,OG
5WPL,0.962292492,0.020592831,0.01711468,OG
5WPM,0.999994099,5.88E-06,1.22E-08,OG
5WTS,0.999975264,2.74E-09,2.47E-05,OG
5X7B,0.999956727,4.00E-05,3.26E-06,OG
5X7X,0.11065165,4.26E-05,0.88930577,Fusion
5X94,0.999988198,1.13E-05,5.01E-07,OG
5X9S,1,1.96E-09,8.64E-10,OG
5XCO,0.999841273,8.93E-05,6.94E-05,OG
5XDK,1,8.69E-10,3.49E-09,OG
5XDL,1,3.59E-12,4.48E-11,OG
5XF3,0.568701267,0.000976597,0.43032214,OG
5XF4,0.808879852,0.004252795,0.186867356,OG
5XF5,0.58832556,0.003603158,0.40807128,OG
5XGM,1,2.57E-10,2.64E-11,OG
5XGN,0.931111813,0.06882254,6.56E-05,OG
5XXK,0.999999225,5.24E-07,2.73E-07,OG
5XZR,0.999967754,3.21E-05,1.80E-07,OG
5YFM,0.99710083,0.00289848,7.21E-07,OG
5YFN,0.999952197,4.77E-05,1.20E-07,OG
5YU9,0.999710619,0.000248709,4.07E-05,OG
5Z02,0.999999762,2.27E-07,1.21E-10,OG
621P,0.999999881,8.84E-08,1.76E-09,OG
6AMB,0.954945862,0.045050014,4.12E-06,OG
6AXG,0.997175455,0.001516294,0.001308248,OG
6B0Z,0.987784564,0.009604335,0.002611105,OG
6B3S,0.957169294,0.042117923,0.000712786,OG
6BC1,0.999995172,4.81E-06,5.48E-10,OG
6BMR,0.999998689,1.28E-06,1.84E-08,OG
6BMU,0.999998748,1.26E-06,1.82E-08,OG
6BMV,0.999995232,4.43E-06,3.49E-07,OG
6BMW,0.99999994,4.56E-08,5.84E-11,OG
6BMX,0.999993205,6.77E-06,1.13E-08,OG
6BMY,0.999995232,2.61E-06,2.19E-06,OG
6BN5,0.999789596,0.000205263,5.13E-06,OG
6EIX,0.999989212,1.08E-05,3.22E-08,OG
6Q21,0.999986231,8.05E-06,5.72E-06,OG
721P,0.999998927,9.14E-07,1.30E-07,OG
821P,0.999998271,1.75E-06,3.98E-09,OG
